Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,All Oxide
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Refract Index 486.1nm F,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, ZnO, SrO, PbO, La2O3, TiO2, GeO2, ZrO2, P2O5, Refract Index 486.1nm F
2411, GI06-191788R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 40.32, , 29.65, , 30.03, , , , , , , , , , , , , 1.6014
2412, GI06-191789R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 40.7, , 19.84, , 39.46, , , , , , , , , , , , , 1.6182
2413, GI03-191790R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 39.92, , 9.9, , 50.18, , , , , , , , , , , , , 1.6405
2414, GI06-191792R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 50.39, , 20.1, , 29.51, , , , , , , , , , , , , 1.59
2415, GI03-191793R, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 51.65, , 9.92, , 38.43, , , , , , , , , , , , , 1.6129
2416, GI09-191796, NGF's Additional New Data (J), 2001, v. 004  p. 0005, 30.24, , , , , , , , 29.75, , , , , 40.01, , , , 1.7
2417, GI02-191810R, NGF's Additional New Data (J), 2001, v. 004  p. 0007, 51.69, , , , , , , 38.8, , , , , , 9.51, , , , 1.5788
2418, GI05-191830, NGF's Additional New Data (J), 2001, v. 004  p. 0007, 12.64, 52.85, 0.46, , 20.09, , , , , , , , 9.63, , , 4.27, , 1.69
2419, GI05-191831, NGF's Additional New Data (J), 2001, v. 004  p. 0007, 9.65, 55.14, 0.44, , 21.19, , , , , , , , , , , 4.69, , 1.6789
2420, GI05-191833, NGF's Additional New Data (J), 2001, v. 004  p. 0007, 14.69, 50.17, 0.43, , 20.31, , , , , , , , 9.77, , , 4.57, , 1.695
2421, GI05-191834, NGF's Additional New Data (J), 2001, v. 004  p. 0007, 9.72, 55.39, 0.43, , 20.36, , , , , , , , 9.56, , , 4.48, , 1.687
2422, GI05-191835, NGF's Additional New Data (J), 2001, v. 004  p. 0007, 14.2, 50.11, 0.44, 8.63, 13.01, , , , , , , , 9.2, , , 4.35, , 1.68
2423, GI05-191836, NGF's Additional New Data (J), 2001, v. 004  p. 0007, 15.85, 53.48, 0.44, , 12.96, , , , , , 3.53, , 9.5, , , 4.17, , 1.69
2424, GI10-191839R, NGF's Additional New Data (J), 2001, v. 004  p. 0007, , 47.21, , , , , , , , 19.5, , , 15.82, , , 5.62, , 1.8525
2425, GI10-191840, NGF's Additional New Data (J), 2001, v. 004  p. 0007, , 40.62, , 31.79, , , , , , , , , 13.17, , , 4.67, , 1.8121
2426, GI10-191847R, NGF's Additional New Data (J), 2001, v. 004  p. 0007, 4.98, 42.74, , , , , , , , 18.91, , , 15.93, , , 5.59, , 1.852
2427, GI10-191848R, NGF's Additional New Data (J), 2001, v. 004  p. 0007, , 42.61, 3.01, , , , , , , 21.16, , , 15.94, , , 5.16, , 1.8556
2428, GI10-191849R, NGF's Additional New Data (J), 2001, v. 004  p. 0007, , 46.47, , , , , , , , 19.89, , , 15.74, , , 5.36, , 1.8596
2429, GI10-191850R, NGF's Additional New Data (J), 2001, v. 004  p. 0007, , 46.65, , , , , , , , 19.87, , , 15.98, , , 4.83, , 1.8518
2430, GI02-191861, NGF's Additional New Data (J), 2001, v. 004  p. 0009, 68.14, , , , 1.03, 5.29, , 7.69, 5.66, 6.46, 0.07, , , 5.54, , , , 1.57
2431, GI02-191862R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, 71.61, , , , 1.01, 5.48, , 7.83, 5.69, 6.68, 0.21, , , , , , , 1.54
2432, GI02-191863, NGF's Additional New Data (J), 2001, v. 004  p. 0009, 75.95, , , , 1.18, 2.28, , 8.04, 4.01, 5.66, 0.05, , , 2.51, , , , 1.54
2433, GI02-191865R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, 72.73, , , 0.03, 4.49, 1.06, , 8.05, 3.9, 7.05, 0.03, , , 2.35, , , , 1.544
2434, GI02-191867R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, 75.71, , , , 1.21, 2.48, , 4.35, 7.29, 5.75, 0.05, , , 2.84, , , , 1.54
2435, GI02-191869R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, 75.87, , , 0.03, 3.54, 3.37, , 8.48, 4.17, 2.35, 0.06, , , 1.69, , , , 1.54
2436, GI20-191872R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, 0.37, , 10.21, 0.08, 10.07, , , 0.09, , 30.18, , , , , , , 49.0, 1.5358
2437, GI20-191877R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, 0.4, , 10.9, , , , , 0.1, , 31.82, , , , , , , 51.69, 1.544
2438, GI20-191888R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, , , 4.7, , 38.55, , , , , , , , , , , , 52.02, 1.5672
2439, GI20-191889R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, , , 4.82, , , 38.61, , , , , 0.85, , , , , , 50.86, 1.6034
2440, GI20-191890R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, , , 4.79, , , 0.47, , , , , 38.66, , , , , , 51.22, 1.5832
2441, GI20-191891R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, , , , 37.69, , , , , , , , , , , , , 52.28, 1.542
2442, GI20-191892R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, , , , , 39.29, , , , , , , , , , , , 51.03, 1.5814
2443, GI20-191893R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, , , , , , 39.03, , , , , 1.0, , , , , , 50.24, 1.6121
2444, GI20-191894R, NGF's Additional New Data (J), 2001, v. 004  p. 0009, , , , , , 0.49, , , , , 38.92, , , , , , 50.8, 1.5917
2445, GB50-198616, Rare Elements in Glass, 1994, v. 000  p. 0098, , , , , , , , , , , , , 19.05, , , , , 2.42
2446, GJ03-203731, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 7.89, , 27.11, 6.89, 58.11, , , , , , , , , , , , , 1.68088
2447, GJ03-203732, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 7.96, , 27.15, 6.95, 57.77, , , , , , , , , , , , , 1.68266
2448, GJ03-203733, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 8.04, , 26.06, 7.02, 58.35, , , , , , , , , , , , , 1.68605
2449, GJ03-203734, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 8.12, , 24.97, 7.09, 58.94, , , , , , , , , , , , , 1.69158
2450, GJ03-203735, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 8.24, , 27.68, 4.74, 59.25, , , , , , , , , , , , , 1.68239
2451, GJ03-203736, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 7.95, , 26.99, 6.94, 57.94, , , , , , , , , , , , , 1.68257
2452, GJ03-203737, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 8.03, , 26.94, 6.83, 57.83, , , , , , , , , , , , , 1.68302
2453, GJ03-203738, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 8.1, , 25.54, 6.94, 58.69, , , , , , , , , , , , , 1.68797
2454, GJ03-203739, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 8.19, , 24.44, 7.02, 59.35, , , , , , , , , , , , , 1.69292
2455, GJ03-203740, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 8.21, , 23.84, 7.16, 59.54, , , , , , , , , , , , , 1.69506
2456, GJ03-203741, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 8.24, , 23.26, 7.2, 59.83, , , , , , , , , , , , , 1.6972
2457, GJ03-203742, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 8.12, , 24.96, 7.09, 58.93, , , , , , , , , , , , , 1.69167
2458, GJ03-203743, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 8.16, , 24.4, 7.13, 59.23, , , , , , , , , , , , , 1.69274
2459, GJ03-203744, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 8.02, , 26.34, 7.0, 58.2, , , , , , , , , , , , , 1.68471
2460, GJ03-203745, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 8.04, , 26.06, 7.03, 58.34, , , , , , , , , , , , , 1.68578
2461, GJ03-203746, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 7.06, , 25.52, 8.08, 58.63, , , , , , , , , , , , , 1.68708
2462, GJ03-203747, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 8.12, , 24.96, 7.09, 58.92, , , , , , , , , , , , , 1.69194
2463, GJ03-203748, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 8.16, , 24.39, 7.13, 59.23, , , , , , , , , , , , , 1.69292
2464, GJ03-203749, J. Non-Crystalline Solids, 2000, v. 273  p. 0239, 8.21, , 23.81, 7.17, 59.53, , , , , , , , , , , , , 1.69515
2465, GI02-207394, NEDO Project Report of NGF (J), 2001, v. 001  p. 0021, 72.04, , 0.88, 2.96, 10.65, , , 13.0, 0.32, , , , , , , , , 1.53
2466, GJ07-208186, Physics and Chemistry of  Glasses, 2001, v. 042  p. 0358, 19.0, 20.0, , , , , , , , 60.0, , , , , , , , 1.786
2467, GI25-215900, Proc. ICG, 1996, v. 001  p. M042, , *, , , , , , , , , , , , , , , *, 1.4958
2468, GI25-215901, Proc. ICG, 1996, v. 001  p. M042, , *, , , , , , , , , , , , , , , *, 1.49
2469, GI25-215902, Proc. ICG, 1996, v. 001  p. M042, , *, , , , , , , , , , , , , , , *, 1.48
2470, GI25-215903, Proc. ICG, 1996, v. 001  p. M042, , *, , , , , , , , , , , , , , , *, 1.47
2471, GI25-215904, Proc. ICG, 1996, v. 001  p. M042, , *, , , , , , , , , , , , , , , *, 1.47
2472, GI25-215905, Proc. ICG, 1996, v. 001  p. M042, , *, , , , , , , , , , , , , , , *, 1.46
2473, GI25-215906, Proc. ICG, 1996, v. 001  p. M042, , *, , , , , , , , , , , , , , , *, 1.45
2474, GI25-215907, Proc. ICG, 1996, v. 001  p. M042, , *, , , , , , , , , , , , , , , *, 1.46
2475, GI25-215908, Proc. ICG, 1996, v. 001  p. M042, , *, , , , , , , , , , , , , , , *, 1.47
2476, GI25-215909, Proc. ICG, 1996, v. 001  p. M042, , *, , , , , , , , , , , , , , , *, 1.47
2477, GJ35-221043, J. Materials Science Letters, 2002, v. 021  p. 0397, , , , , , , , , , , , 12.0, , , 62.0, , , 1.901
2478, GJ35-240026, Japanese J. Applied Physics, 1994, v. 033  p. 2651, , , 17.24, , 18.91, , 17.61, , , , , , , , 46.24, , , 1.739
2479, GJ35-240027, Japanese J. Applied Physics, 1994, v. 033  p. 2651, , , 17.64, , 19.35, , 13.53, 2.17, , , , , , , 47.31, , , 1.716
2480, GJ35-240028, Japanese J. Applied Physics, 1994, v. 033  p. 2651, , , 18.07, , 19.81, , 9.24, 4.45, , , , , , , 48.43, , , 1.725
2481, GJ35-240029, Japanese J. Applied Physics, 1994, v. 033  p. 2651, , , 18.51, , 20.29, , 4.73, 6.84, , , , , , , 49.63, , , 1.736
2482, GJ35-240030, Japanese J. Applied Physics, 1994, v. 033  p. 2651, , , 18.98, , 20.81, , , 9.34, , , , , , , 50.87, , , 1.769
2483, GJ09-244735, Applied Physics Letters, 2002, v. 080  p. 2642, 37.12, , 25.37, , , , , , , , , , , , , , , 1.7223
2484, GJ06-245622, Applied Physics Letters, 2002, v. 080  p. 2642, 42.64, , 14.5, , , , , , , , , , , , , , , 1.7223
2485, GJ40-245893, J. Sol-Gel Science & Technology, 1997, v. 008  p. 000703, , , , , , , , , , , , , , , , , , 1.809
2486, GJ28-255132, Solid State Communications, 2001, v. 119  p. 0039, , , , , , , , 10.0, , , , , , , , , , 2.0216
2487, GJ28-255133, Solid State Communications, 2001, v. 119  p. 0039, , , , , , , , 10.0, , , , , , , , , , 2.2843
2488, GJ28-255134, Solid State Communications, 2001, v. 119  p. 0039, , , , , , , , 10.0, , , , , , , , , , 2.2829
2489, GJ28-255135, Solid State Communications, 2001, v. 119  p. 0039, , , , , , , , 10.0, , , , , , , , , , 2.3317
2490, GJ08-260630, Optical Materials, 2004, v. 027  p. 0597, 48.55, , , , , , , , , , , , , , , , , 1.8
2491, GJ08-263777, J. Non-Crystalline Solids, 2005, v. 351  p. 0357, 47.62, , 19.05, , , , , , , , , , , , , , , 1.535
2492, GJ25-264404, J. Materials Research, 2005, v. 020  p. 0264, , , *, , , *, , , , , , , , , , , *, 1.612
2493, GJ25-264405, J. Materials Research, 2005, v. 020  p. 0264, , , *, , , *, , , , , , , , , , , *, 1.607
2494, GJ25-264406, J. Materials Research, 2005, v. 020  p. 0264, , , *, , , *, , , , , , , , , , , *, 1.605
2495, GJ25-264407, J. Materials Research, 2005, v. 020  p. 0264, , , *, , , *, , , , , , , , , , , *, 1.6
2496, GJ25-264408, J. Materials Research, 2005, v. 020  p. 0264, , , *, , , *, , , , , , , , , , , *, 1.593
2497, GJ25-264409, J. Materials Research, 2005, v. 020  p. 0264, , , *, , , *, , , , , , , , , , , *, 1.61
2498, GJ25-264410, J. Materials Research, 2005, v. 020  p. 0264, , , *, , , *, , , , , , , , , , , *, 1.606
2499, GJ25-264411, J. Materials Research, 2005, v. 020  p. 0264, , , *, , , *, , , , , , , , , , , *, 1.603
2500, GJ25-264412, J. Materials Research, 2005, v. 020  p. 0264, , , *, , , *, , , , , , , , , , , *, 1.596
2501, GJ25-264413, J. Materials Research, 2005, v. 020  p. 0264, , , *, , , *, , , , , , , , , , , *, 1.608
2502, GJ25-264414, J. Materials Research, 2005, v. 020  p. 0264, , , *, , , *, , , , , , , , , , , *, 1.603
2503, GJ25-264415, J. Materials Research, 2005, v. 020  p. 0264, , , *, , , *, , , , , , , , , , , *, 1.597
2504, GJ02-277857, Physics and Chemistry of  Glasses, 2007, v. 048  p. 0074, 75.58, , , , , , , 24.42, , , , , , , , , , 1.444
2505, GJ02-277858, Physics and Chemistry of  Glasses, 2007, v. 048  p. 0074, 80.25, , , , , 4.19, , 15.56, , , , , , , , , , 1.724
2506, GJ02-277859, Physics and Chemistry of  Glasses, 2007, v. 048  p. 0074, 82.81, , , , , 6.49, , 10.7, , , , , , , , , , 1.846
2507, GJ20-282665, J. Non-Crystalline Solids, 2008, v. 354  p. 0090, , 20.0, , , 10.0, , 5.0, , , , , , , , , , 65.0, 1.52491
2508, GJ20-282666, J. Non-Crystalline Solids, 2008, v. 354  p. 0090, , 15.0, 5.0, , 10.0, , 5.0, , , , , , , , , , 65.0, 1.53045
2509, GJ20-282667, J. Non-Crystalline Solids, 2008, v. 354  p. 0090, , 10.0, 10.0, , 10.0, , 5.0, , , , , , , , , , 65.0, 1.53504
2510, GJ20-282668, J. Non-Crystalline Solids, 2008, v. 354  p. 0090, , 5.0, 15.0, , 10.0, , 5.0, , , , , , , , , , 65.0, 1.53464
2511, GJ20-282669, J. Non-Crystalline Solids, 2008, v. 354  p. 0090, , , 20.0, , 10.0, , 5.0, , , , , , , , , , 65.0, 1.5325
2512, GJ02-283578, J. American Ceramic Soc., 2010, v. 093  p. 003244, 42.0, , 18.75, , , , , , 28.0, , , , , , , , , 1.6005
2513, GP10-287112, Japanese Patent, 2008, A280221, 2.94, 41.92, 2.17, , , 2.17, 1.77, , 0.11, 33.84, , , 8.45, 2.07, , , , 1.75861
2514, GP10-287113, Japanese Patent, 2008, A280221, 2.92, 41.58, 2.15, , , 2.15, 2.57, , 0.12, 33.56, , , 8.38, 2.06, , , , 1.75906
2515, GP10-287114, Japanese Patent, 2008, A280221, 2.9, 41.36, 2.14, , , 2.13, 3.29, , 0.12, 33.23, , , 8.3, 2.05, , , , 1.75707
2516, GP10-287115, Japanese Patent, 2008, A280221, 2.83, 39.93, 2.09, , , 2.08, 5.34, , 0.11, 32.22, , , 7.73, 3.33, , , , 1.76097
2517, GP10-287116, Japanese Patent, 2008, A280221, 2.85, 40.24, 2.09, , , 2.08, 4.65, , 0.11, 32.48, , , 7.79, 3.33, , , , 1.76193
2518, GP10-287117, Japanese Patent, 2008, A280221, 2.91, 41.2, 2.14, , , 2.13, 4.76, , 0.12, 33.25, , , 7.97, , , , , 1.75424
2519, GP10-287118, Japanese Patent, 2008, A280221, 2.89, 41.03, 2.13, , , 2.13, 3.64, , 0.12, 33.09, , , 7.44, 2.04, , , , 1.76332
2520, GP10-287119, Japanese Patent, 2008, A280221, 2.91, 41.09, 2.15, , , 2.14, 4.76, , 0.12, 33.29, , , 8.62, , , , , 1.7567
2521, GP10-287120, Japanese Patent, 2008, A280221, 7.33, 38.41, 2.16, , , 2.16, 3.69, , 0.12, 32.06, , , 10.33, , , , , 1.75178
2522, GP02-287130, Japanese Patent    Asahi Fiber Glass (J), 2008, A280483, 71.38, 3.47, 2.37, 4.5, 7.65, , , 10.63, , , , , , , , , , 1.515
2523, GP02-287131, Japanese Patent    Asahi Fiber Glass (J), 2008, A280483, 70.61, 3.51, 2.4, 4.54, 9.26, , , 7.88, 1.3, , , , , , , 0.5, , 1.522
2524, GP02-287132, Japanese Patent    Asahi Fiber Glass (J), 2008, A280483, 57.16, 5.37, 8.56, 0.62, 25.57, , , 0.6, 0.07, , , , , , , , , 1.522
2525, GP10-290275, US Patent, 2009, A0011918, 2.94, 41.92, 2.17, , , 2.17, 1.77, , 0.11, 33.84, , , 8.45, 2.07, , , , 1.75861
2526, GP10-290276, US Patent, 2009, A0011918, 2.92, 41.58, 2.15, , , 2.15, 2.57, , 0.12, 33.56, , , 8.38, 2.06, , , , 1.75906
2527, GP10-290277, US Patent, 2009, A0011918, 2.9, 41.36, 2.14, , , 2.13, 3.29, , 0.12, 33.23, , , 8.3, 2.05, , , , 1.75707
2528, GP10-290278, US Patent, 2009, A0011918, 2.83, 39.93, 2.09, , , 2.08, 5.34, , 0.11, 32.22, , , 7.73, 3.33, , , , 1.76097
2529, GP10-290279, US Patent, 2009, A0011918, 2.85, 40.24, 2.09, , , 2.08, 4.65, , 0.11, 32.48, , , 7.79, 3.33, , , , 1.76193
2530, GP10-290280, US Patent, 2009, A0011918, 2.91, 41.2, 2.14, , , 2.13, 4.76, , 0.12, 33.25, , , 7.97, , , , , 1.75424
2531, GP10-290281, US Patent, 2009, A0011918, 2.89, 41.03, 2.13, , , 2.13, 3.64, , 0.12, 33.09, , , 7.44, 2.04, , , , 1.76332
2532, GP10-290282, US Patent, 2009, A0011918, 2.91, 41.09, 2.15, , , 2.14, 4.76, , 0.12, 33.29, , , 8.62, , , , , 1.7567
2533, GP10-290283, US Patent, 2009, A0011918, 7.33, 38.41, 2.16, , , 2.16, 3.69, , 0.12, 32.06, , , 10.33, , , , , 1.75178
2534, GP09-292646, Japanese Patent    Hoya Corp. (J), 2009, A179522, 39.73, 1.36, , , 1.37, 6.17, 13.69, 5.47, 2.74, , , , , 10.96, , 4.11, , 1.87461
2535, GP09-292647, Japanese Patent    Hoya Corp. (J), 2009, A179522, 40.0, 1.39, , , 1.38, 4.14, 13.78, 6.21, 2.75, , , , , 11.04, , 4.14, , 1.87386
2536, GP09-292648, Japanese Patent    Hoya Corp. (J), 2009, A179522, 40.27, 1.38, , , 1.4, 2.78, 13.89, 6.94, 2.78, , , , , 11.11, , 4.17, , 1.87132
2537, GP09-292649, Japanese Patent    Hoya Corp. (J), 2009, A179522, 40.55, 1.4, , , 1.4, 1.4, 13.98, 7.69, 2.8, , , , , 11.19, , 4.2, , 1.86867
2538, GP09-292650, Japanese Patent    Hoya Corp. (J), 2009, A179522, 40.01, 1.37, , , 1.38, 1.38, 6.91, 7.58, 7.59, , , , , 12.41, , 4.13, , 1.86507
2539, GP09-292651, Japanese Patent    Hoya Corp. (J), 2009, A179522, 40.01, 1.38, , , 1.37, 1.38, 1.37, 7.59, 13.11, , , , , 12.41, , 4.13, , 1.83629
2540, GP09-292652, Japanese Patent    Hoya Corp. (J), 2009, A179522, 39.72, 1.38, , , 1.36, 1.37, 6.17, 7.53, 7.54, , , , , 13.7, , 4.11, , 1.87102
2541, GP09-292653, Japanese Patent    Hoya Corp. (J), 2009, A179522, 40.01, 1.37, , , 1.38, 1.38, 7.58, 7.58, 6.89, , , , , 13.8, , 2.76, , 1.87104
2542, GP09-292654, Japanese Patent    Hoya Corp. (J), 2009, A179522, 40.28, 1.39, , , 1.4, 1.39, 6.95, 7.64, 7.63, , , , , 11.1, , 4.17, , 1.8642
2543, GP09-292655, Japanese Patent    Hoya Corp. (J), 2009, A179522, 39.98, 1.38, , , 1.38, 1.38, 6.2, 7.58, 7.58, , , , , 12.41, , 4.14, , 1.8743
2544, GP09-299905, US Patent    Hoya Corp. (J), 2010, A0317507, 39.73, 1.36, , , 1.37, 6.17, 13.69, 5.47, 2.74, , , , , 10.96, , 4.11, , 1.87461
2545, GP09-299906, US Patent    Hoya Corp. (J), 2010, A0317507, 40.0, 1.39, , , 1.38, 4.14, 13.78, 6.21, 2.75, , , , , 11.04, , 4.14, , 1.87386
2546, GP09-299907, US Patent    Hoya Corp. (J), 2010, A0317507, 40.27, 1.38, , , 1.4, 2.78, 13.89, 6.94, 2.78, , , , , 11.11, , 4.17, , 1.87132
2547, GP09-299908, US Patent    Hoya Corp. (J), 2010, A0317507, 40.55, 1.4, , , 1.4, 1.4, 13.98, 7.69, 2.8, , , , , 11.19, , 4.2, , 1.86867
2548, GP09-299909, US Patent    Hoya Corp. (J), 2010, A0317507, 40.01, 1.37, , , 1.38, 1.38, 6.91, 7.58, 7.59, , , , , 12.41, , 4.13, , 1.86507
2549, GP09-299910, US Patent    Hoya Corp. (J), 2010, A0317507, 40.01, 1.38, , , 1.37, 1.38, 1.37, 7.59, 13.11, , , , , 12.41, , 4.13, , 1.83629
2550, GP09-299911, US Patent    Hoya Corp. (J), 2010, A0317507, 39.72, 1.38, , , 1.36, 1.37, 6.17, 7.53, 7.54, , , , , 13.7, , 4.11, , 1.87102
2551, GP09-299912, US Patent    Hoya Corp. (J), 2010, A0317507, 40.01, 1.37, , , 1.38, 1.38, 7.58, 7.58, 6.89, , , , , 13.8, , 2.76, , 1.87104
2552, GP09-299913, US Patent    Hoya Corp. (J), 2010, A0317507, 40.28, 1.39, , , 1.4, 1.39, 6.95, 7.64, 7.63, , , , , 11.1, , 4.17, , 1.8642
2553, GP09-299914, US Patent    Hoya Corp. (J), 2010, A0317507, 39.98, 1.38, , , 1.38, 1.38, 6.2, 7.58, 7.58, , , , , 12.41, , 4.14, , 1.8743
2554, GP09-300084, European Patent    Hoya Corp. (J), 2010, A2243748, 39.73, 1.36, , , 1.37, 6.17, 13.69, 5.47, 2.74, , , , , 10.96, , 4.11, , 1.87461
2555, GP09-300085, European Patent    Hoya Corp. (J), 2010, A2243748, 40.0, 1.39, , , 1.38, 4.14, 13.78, 6.21, 2.75, , , , , 11.04, , 4.14, , 1.87386
2556, GP09-300086, European Patent    Hoya Corp. (J), 2010, A2243748, 40.27, 1.38, , , 1.4, 2.78, 13.89, 6.94, 2.78, , , , , 11.11, , 4.17, , 1.87132
2557, GP09-300087, European Patent    Hoya Corp. (J), 2010, A2243748, 40.55, 1.4, , , 1.4, 1.4, 13.98, 7.69, 2.8, , , , , 11.19, , 4.2, , 1.86867
2558, GP09-300088, European Patent    Hoya Corp. (J), 2010, A2243748, 40.01, 1.37, , , 1.38, 1.38, 6.91, 7.58, 7.59, , , , , 12.41, , 4.13, , 1.86507
2559, GP09-300089, European Patent    Hoya Corp. (J), 2010, A2243748, 40.01, 1.38, , , 1.37, 1.38, 1.37, 7.59, 13.11, , , , , 12.41, , 4.13, , 1.83629
2560, GP09-300090, European Patent    Hoya Corp. (J), 2010, A2243748, 39.72, 1.38, , , 1.36, 1.37, 6.17, 7.53, 7.54, , , , , 13.7, , 4.11, , 1.87102
2561, GP09-300091, European Patent    Hoya Corp. (J), 2010, A2243748, 40.01, 1.37, , , 1.38, 1.38, 7.58, 7.58, 6.89, , , , , 13.8, , 2.76, , 1.87104
2562, GP09-300092, European Patent    Hoya Corp. (J), 2010, A2243748, 40.28, 1.39, , , 1.4, 1.39, 6.95, 7.64, 7.63, , , , , 11.1, , 4.17, , 1.8642
2563, GP09-300093, European Patent    Hoya Corp. (J), 2010, A2243748, 39.98, 1.38, , , 1.38, 1.38, 6.2, 7.58, 7.58, , , , , 12.41, , 4.14, , 1.8743
2564, GP02-301162, Japanese Patent    Hoya Corp. (J), 2011, A046591, , , , , , , , , , , , , , , , , , 1.87476
2565, GP02-301163, Japanese Patent    Hoya Corp. (J), 2011, A046591, , , , , , , , , , , , , , , , , , 1.87374
2566, GP02-301164, Japanese Patent    Hoya Corp. (J), 2011, A046591, , , , , , , , , , , , , , , , , , 1.87435
2567, GP02-301165, Japanese Patent    Hoya Corp. (J), 2011, A046591, , , , , , , , , , , , , , , , , , 1.87338
2568, GP02-301166, Japanese Patent    Hoya Corp. (J), 2011, A046591, , , , , , , , , , , , , , , , , , 1.87397
2569, GP20-301849, Japanese Patent    Ohara Inc. (J), 2011, A121831, , 2.38, , , , , 16.61, 16.55, , , , , , , , , 33.2, 1.85971
2570, GP20-301850, Japanese Patent    Ohara Inc. (J), 2011, A121831, , 2.31, , , , , 19.1, 16.05, , , , , , , , , 32.2, 1.85672
2571, GP20-301851, Japanese Patent    Ohara Inc. (J), 2011, A121831, , 2.31, , , , , 16.11, 19.04, , , , , , , , , 32.2, 1.85353
2572, GP20-301852, Japanese Patent    Ohara Inc. (J), 2011, A121831, , 2.31, , 3.0, , , 16.11, 16.05, , , , , , , , , 32.2, 1.86036
2573, GP20-301853, Japanese Patent    Ohara Inc. (J), 2011, A121831, , 5.3, , , , , 16.11, 16.05, , , , , , , , , 32.2, 1.8559
2574, GP20-301854, Japanese Patent    Ohara Inc. (J), 2011, A121831, , 2.31, , , , , 16.11, 16.05, , , , , , , , , 32.2, 1.88331
2575, GP20-301855, Japanese Patent    Ohara Inc. (J), 2011, A121831, , 2.31, , , , , 16.11, 16.05, , , , , , , , , 32.2, 1.8872
2576, GP20-301856, Japanese Patent    Ohara Inc. (J), 2011, A121831, , 2.31, , , , , 16.11, 16.05, , , , , , , , , 35.2, 1.83874
2577, GP20-301857, Japanese Patent    Ohara Inc. (J), 2011, A121831, , 2.31, , , , , 16.11, 16.05, 3.0, , , , , , , , 32.2, 1.86071
2578, GP20-301858, Japanese Patent    Ohara Inc. (J), 2011, A121831, , 2.31, , , , 3.0, 16.11, 16.05, , , , , , , , , 32.2, 1.86021
2579, GP20-301859, Japanese Patent    Ohara Inc. (J), 2011, A121833, 1.33, 1.16, , , 5.74, 11.87, , 19.8, , , , , , , , , 28.4, 1.853
2580, GP20-301860, Japanese Patent    Ohara Inc. (J), 2011, A121833, 1.0, 1.5, , , 5.49, 11.98, , 19.97, , , , , , , , , 28.45, 1.8545
