,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,ZnO,SrO,PbO,La2O3,TiO2,GeO2,ZrO2,P2O5,nC
537,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5802
538,0.0,0.725,0.0,0.0,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5932
539,0.0,0.7000000000000001,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6069
540,0.0,0.675,0.0,0.0,0.0,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6152
541,0.0,0.65,0.0,0.0,0.0,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6239
542,0.0,0.625,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6323
543,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6377
544,0.0,0.7000000000000001,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.6664
545,0.0,0.6,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.6907
546,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.705
547,0.0,0.6,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.6681
548,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.6973
549,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6355
550,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5736
551,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5476
552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.9500000000000001,0.0,0.0,1.6465
553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,1.6731
554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,1.6839
555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.678
556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.6618
557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.0,0.0,1.6397
558,0.6951,0.0,0.0017000000000000001,0.0012,0.0008,0.0,0.0,0.0008,0.1066,0.0036,0.0,0.1893,0.0,0.0,0.0,0.0,0.0,1.61587
559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45637
560,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55651
561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.67796
562,0.0,0.0,0.35000000000000003,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66027
563,0.0,0.775,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56854
564,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58021
565,0.0,0.725,0.0,0.0,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59318
566,0.0,0.7000000000000001,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60686
567,0.0,0.675,0.0,0.0,0.0,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61517
568,0.0,0.65,0.0,0.0,0.0,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62392
569,0.0,0.625,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63234
570,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63768
571,0.0,0.7000000000000001,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57902
572,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55
573,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.56566
574,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.59
575,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.60377
576,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.68504
577,0.0,0.7000000000000001,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6664
578,0.0,0.6,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69072
579,0.0,0.5,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70503
580,0.0,0.75,0.0,0.0,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61774
581,0.0,0.6,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.66813
582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.9500000000000001,0.0,0.0,1.64649
583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,1.67313
584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,1.68388
585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.66182
586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.0,0.0,1.63968
587,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.71387
588,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.72267
589,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.76939
590,0.4007,0.0,0.1493,0.0,0.1486,0.0,0.0,0.1507,0.14830000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.546
591,0.5012,0.0,0.1474,0.0,0.1494,0.0,0.0,0.1005,0.09949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.537
592,0.6007,0.0,0.0989,0.0,0.1003,0.0,0.0,0.0983,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5342
593,0.6524,0.0,0.09670000000000001,0.0,0.0,0.0,0.1,0.10189999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0471,0.0,1.5374
594,0.7066,0.0,0.149,0.0396,0.0,0.0,0.1048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5123
595,0.7502,0.0,0.0301,0.0,0.0,0.0,0.1998,0.0,0.0199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.508
596,0.6254,0.0,0.04360000000000001,0.0,0.1164,0.0,0.0,0.14980000000000002,0.0496,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,0.0,1.5223
597,0.5714,0.0683,0.10980000000000001,0.0,0.2505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5548
598,0.5738000000000001,0.06860000000000001,0.1101,0.0559,0.1916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5477
599,0.7873000000000001,0.1446,0.0,0.0,0.0,0.0,0.0,0.038700000000000005,0.0087,0.0,0.0,0.0,0.0,0.0207,0.0,0.0,0.0,1.4836
600,0.7572,0.1052,0.0512,0.0,0.0102,0.01,0.0,0.06620000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4873
601,0.6742,0.0724,0.1257,0.045700000000000005,0.0384,0.04360000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5156
602,0.6741,0.0415,0.0611,0.0861,0.056900000000000006,0.0,0.0,0.050499999999999996,0.0,0.0298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5193
603,0.505,0.1915,0.0,0.0,0.0983,0.0,0.0,0.1034,0.1018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5343
604,0.5245000000000001,0.18460000000000001,0.1061,0.0,0.0,0.0,0.0,0.1042,0.0806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5024
605,0.45920000000000005,0.0,0.0027,0.0,0.4389,0.0,0.0,0.046200000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0504,1.5935
606,0.46130000000000004,0.0,0.0,0.0,0.2706,0.0,0.0,0.2374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030699999999999998,1.5583
607,0.6377,0.0,0.0989,0.0533,0.0,0.0,0.1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5392
608,0.632,0.0,0.0986,0.0517,0.0,0.0,0.09910000000000001,0.1072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5255
609,0.5997,0.0,0.1998,0.0,0.0001,0.0,0.0,0.19899999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5027
610,0.6594,0.0,0.1568,0.0,0.0001,0.0,0.0,0.0,0.18300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5057
611,0.5929,0.0,0.2464,0.0,0.0001,0.0,0.0,0.1595,0.0,8.706000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51
612,0.5506000000000001,0.0,0.14150000000000001,0.0016,0.20579999999999998,0.0,0.0,0.0992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5482
613,0.5968,0.0,0.1472,0.0012,0.153,0.0,0.0,0.0509,0.0499,8.285000000000001e-05,6.508e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.5307
614,0.5515,0.0,0.1438,0.0,0.2036,0.0,0.0,0.051,0.0501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5446
615,0.6531999999999999,0.0,0.1524,0.0,0.0,0.0,0.073,0.07490000000000001,0.0,0.0,0.0,0.0,0.0,0.04650000000000001,0.0,0.0,0.0,1.53
616,0.6598999999999999,0.0,0.1518,0.0384,0.0,0.0,0.0722,0.07769999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.511
617,0.6508,0.0,0.1519,0.0,0.0,0.0,0.0735,0.0781,0.0,0.0,0.045700000000000005,0.0,0.0,0.0,0.0,0.0,0.0,1.519
618,0.6584000000000001,0.0,0.1452,0.0,0.0,0.0,0.07200000000000001,0.0757,0.0,0.0487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.517
619,0.6528,0.0,0.1496,0.0,0.0496,0.0,0.0719,0.0761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.519
620,0.65,0.0,0.1512,0.0,0.0,0.051,0.0724,0.07540000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.525
621,0.6364,0.0,0.0495,0.0,0.0,0.2003,0.0,0.062400000000000004,0.047599999999999996,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,1.568
622,0.6497,0.0,0.049,0.0,0.0,0.09670000000000001,0.0,0.0579,0.0493,0.0,0.0974,0.0,0.0,0.0,0.0,0.0,0.0,1.56
623,0.645,0.0,0.0493,0.0,0.0,0.0018,0.0,0.059699999999999996,0.0507,0.0,0.1935,0.0,0.0,0.0,0.0,0.0,0.0,1.548
624,0.6342,0.0,0.048499999999999995,0.0,0.0487,0.1003,0.0,0.0654,0.052300000000000006,0.0,0.0506,0.0,0.0,0.0,0.0,0.0,0.0,1.557
625,0.6395000000000001,0.0,0.0497,0.001,0.0993,0.0,0.0,0.061900000000000004,0.0518,0.0,0.0968,0.0,0.0,0.0,0.0,0.0,0.0,1.54
626,0.6422,0.0,0.0496,0.0022,0.201,0.0,0.0,0.0562,0.0488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54
627,0.6714,0.0,0.049,0.1765,0.0,0.0,0.0,0.0562,0.046900000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.512
628,0.5197999999999999,0.10960000000000002,0.10800000000000001,0.0012,0.15880000000000002,0.0,0.0,0.050800000000000005,0.050800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5281
629,0.5425,0.0954,0.07740000000000001,0.1549,0.0,0.0,0.0,0.051100000000000007,0.051,0.0002,0.0,0.0,0.0,0.0265,0.0,0.0,0.0,1.5235
630,0.5601,0.09390000000000001,0.0746,0.0,0.0,0.1489,0.0,0.049,0.0478,0.0,0.0,0.0,0.0,0.0,0.0,0.024900000000000002,0.0,1.5673
631,0.5507,0.10070000000000001,0.0741,0.0,0.0,0.0,0.0,0.0506,0.0493,0.0,0.1485,0.0,0.0,0.0,0.0,0.0253,0.0,1.5515
632,0.5891,0.0,0.0702,0.022400000000000003,0.2434,0.0,0.0,0.0004,0.049,0.0,6.171e-05,0.0,0.0,0.0242,0.0,0.0,0.0,1.561
633,0.5857,0.0,0.0702,0.027200000000000002,0.2407,0.0,0.0,0.0262,0.025400000000000002,0.0,6.088e-05,0.0,0.0,0.0233,0.0,0.0,0.0,1.56
634,0.6225,0.0,0.0793,0.0417,0.2541,0.0,0.0,0.0005,0.0,0.0,5.967e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.563
635,0.5736,0.0,0.1187,0.0,0.0,0.08220000000000001,0.0,0.11470000000000001,0.11080000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5477
636,0.499,0.0,0.10039999999999999,0.0,0.09910000000000001,0.0,0.0,0.1514,0.1501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.532
637,0.5002000000000001,0.0,0.1517,0.0,0.0483,0.0,0.0,0.1512,0.1486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5229
638,0.6742,0.0793,0.1307,0.0,0.0,0.0201,0.0,0.0,0.0,0.055099999999999996,0.0406,0.0,0.0,0.0,0.0,0.0,0.0,1.516
639,0.1023,0.0,0.2965,0.0,0.6012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6571
640,0.1963,0.0,0.4071,0.0,0.39659999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6188
641,0.203,0.0,0.30100000000000005,0.0,0.49600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6356
642,0.2911,0.0,0.3042,0.0,0.4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6116
643,0.3045,0.0,0.197,0.0,0.4985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.631
644,0.4032,0.0,0.2965,0.0,0.3003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5908
645,0.40700000000000003,0.0,0.1984,0.0,0.3946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.607
646,0.3992,0.0,0.099,0.0,0.5018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6286
647,0.5039,0.0,0.201,0.0,0.29510000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58
648,0.5165,0.0,0.0992,0.0,0.38430000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6022
649,0.3024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2975,0.0,0.0,0.0,0.0,0.4001,0.0,0.0,0.0,1.69
650,0.4131,0.0,0.0,0.0,0.0,0.0,0.0,0.2964,0.0,0.0,0.0,0.0,0.0,0.29050000000000004,0.0,0.0,0.0,1.71
651,0.5072,0.0,0.0,0.0,0.0,0.0,0.0,0.3017,0.0,0.0,0.0,0.0,0.0,0.1911,0.0,0.0,0.0,1.64
652,0.5169,0.0,0.0,0.0,0.0,0.0,0.0,0.38799999999999996,0.0,0.0,0.0,0.0,0.0,0.0951,0.0,0.0,0.0,1.5652
653,0.7295999999999999,0.0,0.0,0.0,0.12210000000000001,0.0,0.0,0.0001,0.1443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.518
654,0.1264,0.5285,0.0046,0.0,0.2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09630000000000001,0.0,0.0,0.042699999999999995,0.0,1.67
655,0.1469,0.5017,0.0043,0.0,0.2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0977,0.0,0.0,0.045700000000000005,0.0,1.683
656,0.09720000000000001,0.5539000000000001,0.0043,0.0,0.2036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0956,0.0,0.0,0.044800000000000006,0.0,1.675
657,0.142,0.5011,0.0044,0.08630000000000002,0.1301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.0,0.0,0.0435,0.0,1.67
658,0.1585,0.5347999999999999,0.0044,0.0,0.12960000000000002,0.0,0.0,0.0,0.0,0.0,0.0353,0.0,0.095,0.0,0.0,0.0417,0.0,1.678
659,0.1259,0.5611,0.0049,0.0,0.1343,0.0245,0.0,0.0,0.0,0.0,0.0,0.0,0.10439999999999999,0.0,0.0,0.0442,0.0,1.67
660,0.6814,0.0,0.0,0.0,0.0103,0.0529,0.0,0.07690000000000001,0.056600000000000004,0.0646,0.0007000000000000001,0.0,0.0,0.055400000000000005,0.0,0.0,0.0,1.56
661,0.7161,0.0,0.0,0.0,0.0101,0.05480000000000001,0.0,0.07830000000000001,0.056900000000000006,0.0668,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,1.56
662,0.7595000000000001,0.0,0.0,0.0,0.0118,0.022799999999999997,0.0,0.0804,0.0401,0.056600000000000004,0.0005,0.0,0.0,0.025099999999999997,0.0,0.0,0.0,1.53
663,0.7273000000000001,0.0,0.0,0.0003,0.0449,0.0106,0.0,0.0805,0.039,0.0705,0.0003,0.0,0.0,0.0235,0.0,0.0,0.0,1.534
664,0.7653,0.0,0.0,0.0,0.0,0.0298,0.0,0.08380000000000001,0.04190000000000001,0.0534,0.0006,0.0,0.0,0.0219,0.0,0.0,0.0,1.53
665,0.7571,0.0,0.0,0.0,0.0121,0.0248,0.0,0.0435,0.0729,0.0575,0.0005,0.0,0.0,0.028399999999999998,0.0,0.0,0.0,1.53
666,0.7432,0.0,0.0,0.0,0.011899999999999999,0.0242,0.0,0.1137,0.0204,0.056799999999999996,0.0005,0.0,0.0,0.026099999999999998,0.0,0.0,0.0,1.53
667,0.7587,0.0,0.0,0.0003,0.0354,0.0337,0.0,0.0848,0.0417,0.0235,0.0006,0.0,0.0,0.0169,0.0,0.0,0.0,1.53
668,0.7946,0.0,0.0,0.0,0.011899999999999999,0.0232,0.0,0.040999999999999995,0.06910000000000001,0.0504,0.0006,0.0,0.0,0.008199999999999999,0.0,0.0,0.0,1.51
669,0.0037,0.0,0.10210000000000001,0.0008,0.10070000000000001,0.0,0.0,0.0009,0.0,0.3018,0.0,0.0,0.0,0.0,0.0,0.0,0.49,1.5275
670,0.0789,0.0,0.2711,0.0689,0.5811000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.661
671,0.0796,0.0,0.2715,0.0695,0.5777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66381
672,0.0804,0.0,0.2606,0.0702,0.5835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66644
673,0.0812,0.0,0.2497,0.0709,0.5894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67264
674,0.0824,0.0,0.2768,0.047400000000000005,0.5925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66337
675,0.0795,0.0,0.2699,0.0694,0.5794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66399
676,0.0803,0.0,0.26940000000000003,0.0683,0.5783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66455
677,0.081,0.0,0.2554,0.0694,0.5869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66761
678,0.0819,0.0,0.2444,0.0702,0.5935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67327
679,0.0821,0.0,0.2384,0.0716,0.5954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67518
680,0.0824,0.0,0.23260000000000003,0.07200000000000001,0.5982999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67689
681,0.0812,0.0,0.24960000000000002,0.0709,0.5893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67242
682,0.0816,0.0,0.244,0.0713,0.5922999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67322
683,0.0802,0.0,0.2634,0.07,0.5820000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66589
684,0.0804,0.0,0.2606,0.0703,0.5834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66716
685,0.0706,0.0,0.2552,0.0808,0.5863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66769
686,0.0812,0.0,0.24960000000000002,0.0709,0.5892000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67255
687,0.0816,0.0,0.2439,0.0713,0.5922999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67377
688,0.0821,0.0,0.23809999999999998,0.0717,0.5953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67518
689,0.7204,0.0,0.0088,0.0296,0.10650000000000001,0.0,0.0,0.13,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52
690,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.774
691,0.0,0.0,0.1724,0.0,0.18910000000000002,0.0,0.1761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46240000000000003,0.0,0.0,1.729
692,0.0,0.0,0.1764,0.0,0.1935,0.0,0.1353,0.0217,0.0,0.0,0.0,0.0,0.0,0.0,0.4731,0.0,0.0,1.703
693,0.0,0.0,0.1807,0.0,0.1981,0.0,0.09240000000000001,0.044500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.4843,0.0,0.0,1.713
694,0.0,0.0,0.18510000000000001,0.0,0.2029,0.0,0.04730000000000001,0.0684,0.0,0.0,0.0,0.0,0.0,0.0,0.4963,0.0,0.0,1.724
695,0.0,0.0,0.1898,0.0,0.20809999999999998,0.0,0.0,0.0934,0.0,0.0,0.0,0.0,0.0,0.0,0.5086999999999999,0.0,0.0,1.757
696,0.8025,0.0,0.0,0.0,0.0,0.04190000000000001,0.0,0.15560000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.665
697,0.8281000000000001,0.0,0.0,0.0,0.0,0.0649,0.0,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.748
698,0.0,0.2,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,1.51742
699,0.0,0.15,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,1.52289
700,0.0,0.1,0.1,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,1.52742
701,0.0,0.05,0.15,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,1.52702
702,0.0,0.0,0.2,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,1.52486
703,0.53,0.03,0.0,0.13,0.0,0.04,0.095,0.09,0.0,0.01,0.04,0.0,0.0,0.035,0.0,0.0,0.0,1.589
704,0.53,0.03,0.0,0.08,0.0,0.04,0.095,0.09,0.0,0.06,0.04,0.0,0.0,0.035,0.0,0.0,0.0,1.594
705,0.53,0.03,0.0,0.03,0.0,0.04,0.095,0.09,0.0,0.11,0.04,0.0,0.0,0.035,0.0,0.0,0.0,1.599
706,0.53,0.03,0.0,0.01,0.0,0.04,0.095,0.09,0.0,0.13,0.04,0.0,0.0,0.035,0.0,0.0,0.0,1.601
